,Unnamed: 0,Country or region,Overall rank,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Year,geometry
687,677,Thailand,52,6.008,1.05,1.409,0.828,0.557,0.028,0.359,2019,"POLYGON ((105.21877689007889 14.273211778210694, 104.28141808473661 14.416743068901367, 102.98842207236163 14.225721136934467, 102.34809939983302 13.394247341358223, 102.5849324890267 12.186594956913282, 101.68715783081996 12.645740057826572, 100.83180952352487 12.627084865769206, 100.9784672383692 13.412721665902566, 100.09779747925111 13.406856390837433, 100.01873253784456 12.307001044153354, 99.47892052612363 10.846366685423547, 99.15377241414316 9.963061428258555, 99.22239871622676 9.239255479362427, 99.87383182169813 9.20786204674512, 100.27964684448622 8.295152899606052, 100.45927412313276 7.429572658717177, 101.01732791545273 6.856868597842478, 101.62307905477806 6.74062246340192, 102.14118696493638 6.221636053894628, 101.81428185425798 5.810808417174242, 101.15421878459387 5.691384182147715, 101.07551557821336 6.204867051615921, 100.25959638875696 6.642824815289543, 100.0857568705271 6.464489447450291, 99.69069054565576 6.848212795433597, 99.51964155476963 7.34345388430276, 98.9882528015123 7.907993068875328, 98.503786248776 8.382305202666288, 98.339661899817 7.794511623562386, 98.15000939330582 8.350007432483878, 98.25915001830626 8.973922837759801, 98.55355065307305 9.932959906448545, 99.03812055867398 10.960545762572437, 99.58728600463972 11.892762762901697, 99.19635379435167 12.80474843998867, 99.21201175333609 13.269293728076464, 99.09775516153876 13.827502549693278, 98.43081912637987 14.622027696180837, 98.1920740091914 15.123702500870351, 98.53737592976572 15.308497422746084, 98.90334842325676 16.17782420497612, 98.49376102091135 16.83783559820793, 97.85912275593486 17.567946071843664, 97.37589643757354 18.445437730375815, 97.79778283080441 18.627080389881755, 98.25372399291561 19.708203029860044, 98.95967573445488 19.752980658440947, 99.54330936075931 20.186597601802063, 100.11598758341785 20.417849636308187, 100.54888105672688 20.109237982661128, 100.60629357300316 19.508344427971224, 101.2820146016517 19.462584947176765, 101.03593143107777 18.408928330961615, 101.05954756063517 17.51249725999449, 102.11359175009248 18.109101670804165, 102.41300499879162 17.932781683824288, 102.99870568238771 17.9616946476916, 103.20019209189374 18.309632066312773, 103.9564766784853 18.24095408779688, 104.7169470560925 17.42885895433008, 104.7793205098688 16.44186493577145, 105.58903852745016 15.570316066952858, 105.54433841351769 14.723933620660418, 105.21877689007889 14.273211778210694))"
688,678,Latvia,53,5.94,1.187,1.465,0.812,0.264,0.064,0.075,2019,"POLYGON ((27.288184848751513 57.47452830670383, 27.77001590344093 57.24425812441123, 27.855282016722526 56.75932648378429, 28.17670942557794 56.16912995057879, 27.10245975109453 55.783313707087686, 26.494331495883756 55.615106919977634, 25.533046502390334 56.100296942766036, 25.000934279080894 56.16453074810484, 24.86068444184076 56.37252838807963, 23.878263787539964 56.27367137310527, 22.201156853939494 56.33780182557949, 21.055800408622417 56.031076361711065, 21.090423618257972 56.78387278912294, 21.581866489353672 57.411870632549935, 22.52434126149288 57.75337433535076, 23.318452996522097 57.00623647727487, 24.12072960785343 57.02569265403277, 24.312862583114622 57.79342357037697, 25.16459354014927 57.97015696881519, 25.60280968598437 57.84752879498657, 26.463532342237787 57.47638865826633, 27.288184848751513 57.47452830670383))"
689,679,South Korea,54,5.895,1.301,1.219,1.036,0.159,0.056,0.175,2019,"POLYGON ((126.17475874237624 37.74968577732804, 126.23733890188176 37.84037791600028, 126.68371992401893 37.80477285415118, 127.07330854706737 38.2561148137884, 127.78003543509101 38.30453563084589, 128.20574588431145 38.37039724380189, 128.34971642467661 38.61224294692785, 129.21291954968007 37.43239248305595, 129.46044966035817 36.78418915460283, 129.4683044780665 35.63214061130395, 129.0913765809296 35.082484239231434, 128.1858504578791 34.89037710218639, 127.3865194031884 34.47567373304412, 126.48574751190876 34.39004588473648, 126.37391971242914 34.934560451795946, 126.55923139862779 35.6845405136479, 126.11739790253229 36.72548472751926, 126.86014326386339 36.893924058574626, 126.17475874237624 37.74968577732804))"
690,680,Estonia,55,5.893,1.237,1.528,0.874,0.495,0.161,0.103,2019,"POLYGON ((27.981126857000987 59.47537333432527, 27.98112 59.47537000000011, 28.13169925305175 59.300825100330925, 27.42015000000015 58.72457000000014, 27.71668582531572 57.79189911562436, 27.288184848751513 57.47452830670383, 26.463532342237787 57.47638865826633, 25.60280968598437 57.84752879498657, 25.16459354014927 57.97015696881519, 24.312862583114622 57.79342357037697, 24.42892785004216 58.38341339785329, 24.061198357853186 58.25737457949341, 23.426560092876684 58.612753404364625, 23.339795363058645 59.187240302153384, 24.604214308376186 59.46585378685502, 25.86418908051664 59.61109039981133, 26.949135776484525 59.445803331125774, 27.981114129353244 59.475388088612874, 27.981126857000987 59.47537333432527))"
691,681,Jamaica,56,5.89,0.831,1.478,0.831,0.49,0.028,0.107,2019,"POLYGON ((-77.56960079619921 18.490525417550487, -76.89661861846213 18.400866807524082, -76.36535905628554 18.160700588447597, -76.19965857614164 17.886867173732966, -76.9025614081757 17.868237819891746, -77.20634131540348 17.70111623785982, -77.76602291534061 17.86159739834224, -78.33771928578561 18.225967922432233, -78.21772661000388 18.454532782459196, -77.79736467152563 18.524218451404778, -77.56960079619921 18.490525417550487))"
692,682,Mauritius,57,5.888,1.12,1.402,0.798,0.498,0.06,0.215,2019,
693,683,Japan,58,5.886,1.327,1.419,1.088,0.445,0.14,0.069,2019,
694,684,Honduras,59,5.86,0.642,1.236,0.828,0.507,0.078,0.246,2019,"POLYGON ((-83.14721900097413 14.99582916916411, -83.48998877636612 15.016267198135537, -83.62858496777292 14.880073960830302, -83.97572140169359 14.749435939996488, -84.22834164095241 14.74876414637663, -84.4493359036486 14.621614284722511, -84.64958207877964 14.666805324761867, -84.82003679069436 14.81958669683267, -84.9245006985724 14.79049286545235, -85.05278744173694 14.551541042534723, -85.14875057650296 14.560196844943617, -85.16536454948482 14.354369615125051, -85.51441301140028 14.079011745657908, -85.69866533073696 13.960078436738002, -85.80129472526859 13.83605499923759, -86.09626380079061 14.038187364147234, -86.31214209668993 13.77135610600817, -86.52070817741992 13.778487453664468, -86.75508663607971 13.754845485890913, -86.7338217841916 13.263092556201443, -86.88055701368438 13.254204209847217, -87.00576900912758 13.025794379117158, -87.31665442579549 12.984685777228975, -87.48940873894713 13.297534898323931, -87.79311113152657 13.384480495655055, -87.7235029772294 13.785050360565506, -87.85951534702161 13.893312486217098, -88.06534257684014 13.964625962779778, -88.50399797234971 13.845485948130857, -88.541230841816 13.980154730683479, -88.84307288283284 14.14050670008517, -89.05851192905766 14.340029405164087, -89.35332597528281 14.424132798719086, -89.14553504103719 14.678019110569153, -89.22522009963127 14.874286200413621, -89.15481096063357 15.06641917567481, -88.68067969435563 15.346247056535304, -88.22502275262202 15.727722479713904, -88.12115312371537 15.688655096901357, -87.90181250685242 15.864458319558196, -87.61568010125234 15.878798529519202, -87.52292090528846 15.797278957578783, -87.36776241733213 15.846940009011291, -86.90319129102818 15.75671295822957, -86.44094560417739 15.782835394753192, -86.11923397494434 15.893448798073962, -86.00195431185784 16.00540578863439, -85.68331743034628 15.953651841693954, -85.44400387240256 15.885749009662447, -85.18244361035721 15.909158433490632, -84.98372188997882 15.995923163308703, -84.52697974316715 15.857223619037427, -84.36825558138258 15.835157782448732, -84.06305457226682 15.648244126849136, -83.77397661002612 15.424071763566872, -83.41038123242038 15.270902818253774, -83.14721900097413 14.99582916916411))"
695,685,Kazakhstan,60,5.809,1.173,1.508,0.729,0.41,0.096,0.146,2019,"POLYGON ((87.35997033076265 49.21498078062912, 86.59877648310336 48.549181626980626, 85.7682328633083 48.45575063739699, 85.72048383987067 47.452969468773105, 85.16429039911324 47.0009557155161, 83.18048383986047 47.33003123635086, 82.45892581576906 45.539649563166506, 81.9470707539181 45.31702749285312, 79.96610639844141 44.91751699480463, 80.86620649610126 43.18036204688101, 80.1801501809943 42.92006785742694, 80.2599902688853 42.34999929459906, 79.64364546094012 42.49668284765953, 79.14217736197978 42.85609243424952, 77.65839196158322 42.96068553320826, 76.00035363149846 42.98802236589067, 75.63696495962202 42.87789988867668, 74.21286583852256 43.29833934180337, 73.64530358266092 43.09127187760987, 73.48975752146237 42.50089447689132, 71.8446382994506 42.8453954127651, 71.18628055205212 42.70429291439214, 70.96231489449914 42.266154283205495, 70.3889648782208 42.08130768489745, 69.07002729683524 41.38424428971234, 68.63248294462002 40.66868073176681, 68.25989586779562 40.6623245305949, 67.98585574735182 41.13599070898222, 66.71404707221652 41.1684435084615, 66.51064863471572 41.987644151368556, 66.02339155463562 41.99464630794404, 66.09801232286509 42.997660020513095, 64.90082441595928 43.72808055274258, 63.18578698105657 43.650074978198006, 62.01330040878625 43.50447663021565, 61.05831994003245 44.40581696225051, 60.23997195825834 44.78403677019473, 58.68998904809581 45.50001373959873, 58.50312706892845 45.586804307632974, 55.928917270741096 44.99585846615911, 55.96819135928291 41.30864166926936, 55.45525109235377 41.25985911718584, 54.75534549339264 42.043971462566574, 54.07941775901495 42.32410940202083, 52.944293247291654 42.11603424739759, 52.50245975119615 41.78331553808637, 52.44633914572722 42.027150783855575, 52.692112257707265 42.44389537207337, 52.50142622255032 42.7922978785852, 51.342427199108215 43.132974758469345, 50.89129194520024 44.03103363705378, 50.339129266161365 44.284015611338475, 50.30564293803627 44.609835516938915, 51.278503452363225 44.51485423438646, 51.31689904155604 45.2459982366679, 52.16738976421573 45.40839142514511, 53.0408764992452 45.25904653582177, 53.220865512917726 46.234645901059935, 53.042736850807785 46.85300608986449, 52.04202273947561 46.80463694923924, 51.191945428274266 47.048704738953916, 50.03408328634248 46.60898997658222, 49.10116000000011 46.399330000000134, 48.59325000000018 46.56104, 48.694733514201744 47.07562816017793, 48.05725 47.74377, 47.31524000000013 47.7158500000001, 46.46644575377627 48.39415233010493, 47.04367150247651 49.152038886097614, 46.75159630716274 49.35600576435377, 47.54948042174931 50.454698391311126, 48.57784142435753 49.87475962991567, 48.70238162618102 50.60512848571284, 50.76664839051216 51.6927623561599, 52.32872358583097 51.718652248738124, 54.532878452376224 51.02623973245932, 55.71694 50.62171000000018, 56.77798000000013 51.04355, 58.36332 51.06364, 59.642282342370606 50.545442206415714, 59.93280724471549 50.842194118851864, 61.337424350840934 50.79907013610426, 61.58800337102417 51.272658799843214, 59.967533807215545 51.9604204372157, 60.92726850774028 52.44754832621504, 60.73999311711458 52.71998647725775, 61.699986199800605 52.97999644633427, 60.978066440683165 53.66499339457914, 61.43660000000017 54.00625, 65.17853356309593 54.35422781027211, 65.66687 54.60125000000011, 68.16910037625883 54.97039175070432, 69.06816694527288 55.38525014914353, 70.86526655465514 55.169733588270105, 71.18013105660941 54.13328522400826, 72.22415001820218 54.376655381886735, 73.5085160663844 54.0356167669766, 73.42567874542044 53.489810289109755, 74.38482000000016 53.54685000000012, 76.89110029491343 54.49052440044193, 76.52517947785475 54.17700348572714, 77.80091556184425 53.404414984747575, 80.03555952344169 50.86475088154725, 80.56844689323549 51.38833649352847, 81.94598554883993 50.81219594990637, 83.38300377801238 51.069182847693924, 83.93511478061885 50.88924551045358, 84.41637739455308 50.311399644565824, 85.11555952346203 50.11730296487764, 85.54126997268247 49.69285858824816, 86.82935672398963 49.82667470966817, 87.35997033076265 49.21498078062912))"
696,686,Bolivia,61,5.779,0.776,1.209,0.706,0.511,0.064,0.137,2019,"POLYGON ((-69.52967810736496 -10.951734307502194, -68.78615759954948 -11.03638030359628, -68.27125362819326 -11.01452117273682, -68.04819230820539 -10.712059014532485, -67.17380123561074 -10.306812432499612, -66.6469083319628 -9.931331475466862, -65.33843522811642 -9.761987806846392, -65.44483700220539 -10.511451104375432, -65.32189876978302 -10.895872084194679, -65.40228146021303 -11.566270440317155, -64.3163529120316 -12.461978041232193, -63.19649878605057 -12.627032565972435, -62.803060268796386 -13.000653171442686, -62.127080857986385 -13.198780612849724, -61.71320431176078 -13.489202162330052, -61.08412126325565 -13.479383640194598, -60.503304002511136 -13.775954685117659, -60.45919816755003 -14.354007256734555, -60.26432634137737 -14.645979099183641, -60.251148851142936 -15.07721892665932, -60.54296566429515 -15.093910414289596, -60.158389655179036 -16.258283786690086, -58.24121985536668 -16.299573256091293, -58.38805843772404 -16.877109063385276, -58.28080400250225 -17.271710300366017, -57.734558274961 -17.55246835700777, -57.49837114117099 -18.174187513911292, -57.67600887717431 -18.96183969490403, -57.949997321185826 -19.40000416430682, -57.85380164247451 -19.96999521248619, -58.166392381408045 -20.176700941653678, -58.183471442280506 -19.868399346600363, -59.11504248720611 -19.3569060197754, -60.04356462262649 -19.342746677327426, -61.78632646345377 -19.633736667562964, -62.2659612697708 -20.513734633061276, -62.291179368729225 -21.051634616787393, -62.685057135657885 -22.249029229422387, -62.84646847192156 -22.03498544686945, -63.986838141522476 -21.99364430103595, -64.37702104354226 -22.79809132252354, -64.96489213729461 -22.075861504812327, -66.27333940292485 -21.83231047942072, -67.1066735500636 -22.735924574476417, -67.82817989772273 -22.872918796482175, -68.21991309271128 -21.494346612231865, -68.75716712103375 -20.372657972904463, -68.44222510443092 -19.40506845467143, -68.96681840684187 -18.981683444904107, -69.10024695501949 -18.260125420812678, -69.59042375352405 -17.580011895419332, -68.9596353827533 -16.50069793057127, -69.38976416693471 -15.660129082911652, -69.16034664577495 -15.323973890853019, -69.33953467474701 -14.953195489158832, -68.9488866848366 -14.453639418193283, -68.92922380234954 -13.602683607643009, -68.88007951523997 -12.899729099176653, -68.66507971868963 -12.561300144097173, -69.52967810736496 -10.951734307502194))"
697,687,Hungary,62,5.758,1.201,1.41,0.828,0.199,0.02,0.081,2019,"POLYGON ((22.085608351334855 48.42226430927179, 22.640819939878725 48.150239569687415, 22.710531447040495 47.88219391538941, 22.099767693782837 47.6724392767167, 21.626514926853872 46.99423777931816, 21.02195234547125 46.3160879583519, 20.220192498462836 46.127468980486555, 19.596044549241583 46.17172984474454, 18.82983808764996 45.90887767189193, 18.829824792873946 45.908872358025285, 18.45606245288286 45.75948110613615, 17.630066359129557 45.95176911069419, 16.8825150895953 46.38063182228444, 16.564808383864857 46.50375092221983, 16.370504998447416 46.841327216166505, 16.202298211337364 46.85238597267696, 16.534267612380376 47.49617096616912, 16.340584344150415 47.71290192320123, 16.90375410326726 47.71486562762833, 16.979666782304037 48.123497015976305, 17.48847293464982 47.867466132186216, 17.857132602620027 47.75842886005037, 18.696512892336926 47.880953681014404, 18.77702477384767 48.081768296900634, 19.17436486173989 48.11137889260387, 19.661363559658497 48.26661489520866, 19.769470656013112 48.202691148463614, 20.239054396249347 48.32756724709692, 20.473562045989866 48.562850043321816, 20.801293979584926 48.623854071642384, 21.872236362401736 48.31997081155002, 22.085608351334855 48.42226430927179))"
